date,data1,data2,data3,flag1,flag2
2010-11-01,75.0944,136.96,141.57,0,0
2010-12-01,75.15395,136.89,138.7,0,0
2011-01-01,74.93007,136.48,135.41,0,0
2011-02-01,74.50768,134.85,132.85,0,0
2011-03-01,74.2112,133.93,132.97,0,0
2011-04-01,74.21047,133.5,135.14,0,0
2011-05-01,74.31974,133.19,136.56,0,0
2011-06-01,74.26799,132.5,137.46,0,0
2011-07-01,74.12917,131.83,137.57,0,0
2011-08-01,74.12342,131.82,137.09,0,0
2011-09-01,74.08565,130.99,135.59,0,0
2011-10-01,73.79674,131.12,134.22,0,0
2011-11-01,73.38019,129.76,132.65,0,0
2011-12-01,73.06461,129.85,130.99,0,0
2012-01-01,72.93158,128.61,130.03,0,0
2012-02-01,72.90454,129.41,128.99,0,0
2012-03-01,72.90197,129.58,131.23,0,0
2012-04-01,72.95536,131.17,133.84,0,0
2012-05-01,72.83568,133.55,137.37,0,0
2012-06-01,72.24169,136.17,139.89,0,0
2012-07-01,71.3079,138.09,141.78,0,0
2012-08-01,70.68753,139.15,141.69,0,0
2012-09-01,71.01003,141.13,142.09,0,0
2012-10-01,71.87316,143.19,141.82,0,0
2012-11-01,72.53775,146.55,142.53,0,0
2012-12-01,72.90897,148.87,141.75,0,0
2013-01-01,73.1683,151.3,141.3,0,0
2013-02-01,73.40131,153.67,140.97,0,0
2013-03-01,73.62171,157.84,145.2,0,0
2013-04-01,73.80042,161.91,149.05,0,0
2013-05-01,73.87736,165.87,153.74,0,0
2013-06-01,73.83341,169.21,156.46,0,0
2013-07-01,73.76704,172.5,159.5,0,0
2013-08-01,73.74239,175,160.36,0,0
2013-09-01,73.74778,177.85,160.87,0,0
2013-10-01,73.75276,178.78,160.39,0,0
2013-11-01,73.73994,180.88,160.17,0,0
2013-12-01,73.69072,182.82,159.32,0,0
2014-01-01,73.73997,186.36,158.09,0,0
2014-02-01,73.99318,188.15,159.05,0,0
2014-03-01,74.3376,190.76,162.05,0,0
2014-04-01,74.66481,190.98,165.72,0,0
2014-05-01,74.89862,191.56,168.1,0,0
2014-06-01,74.8676,191.54,169.94,0,0
2014-07-01,74.55367,190.93,170.87,0,0
2014-08-01,74.15987,191.17,170.85,0,0
2014-09-01,73.85255,192.8,170.31,0,0
2014-10-01,73.73584,195.79,170.22,0,0
2014-11-01,73.80883,197.57,169.66,0,0
2014-12-01,74.06902,200.18,169.75,0,0
2015-01-01,74.54252,200.96,168.83,0,0
2015-02-01,75.17313,206.62,170.28,0,0
2015-03-01,75.81469,210.22,174.13,0,0
2015-04-01,76.41001,210.06,178.04,0,0
2015-05-01,76.97225,210.14,180.55,0,0
2015-06-01,77.58881,209.89,182.43,0,0
2015-07-01,78.30696,210.74,183.2,0,0
2015-08-01,79.03875,211.61,183.84,0,0
2015-09-01,79.63128,214.36,184.26,0,0
2015-10-01,79.84851,217.29,185.16,0,0
2015-11-01,79.69197,219.42,185.97,0,0
2015-12-01,79.60528,221.01,186.28,0,0
2016-01-01,79.52625,222.27,186.5,0,0
2016-02-01,79.14673,225.63,188.52,0,0
2016-03-01,78.65495,227.87,193.01,0,0
2016-04-01,78.38261,226.23,197.01,0,0
2016-05-01,78.65862,223.75,199.83,0,0
2016-06-01,79.50192,223.55,202.56,0,0
