date,data1,data2,data3,flag1,flag2
1-Apr-12,72.95536,8.2,131.17,0,0
1-May-12,72.83568,8.1,133.55,0,0
1-Jun-12,72.24169,8,136.17,0,0
1-Jul-12,71.3079,7.9,138.09,0,0
1-Aug-12,70.68753,7.7,139.15,0,0
1-Sep-12,71.01003,7.5,141.13,0,0
1-Oct-12,71.87316,7.3,143.19,1,0
1-Nov-12,72.53775,7.2,146.55,1,0
1-Dec-12,72.90897,7.2,148.87,1,0
1-Jan-13,73.1683,7.1,151.3,1,0
1-Feb-13,73.40131,6.9,153.67,1,0
1-Mar-13,73.62171,6.7,157.84,1,0
1-Apr-13,73.80042,6.6,161.91,1,0
1-May-13,73.87736,6.6,165.87,1,0
1-Jun-13,73.83341,6.5,169.21,1,0
1-Jul-13,73.76704,6.4,172.5,1,0
1-Aug-13,73.74239,6.3,175,1,0
1-Sep-13,73.74778,6.2,177.85,1,0
1-Oct-13,73.75276,6.2,178.78,1,0
1-Nov-13,73.73994,6,180.88,1,0
1-Dec-13,73.69072,5.8,182.82,1,0
1-Jan-14,73.73997,5.7,186.36,1,0
1-Feb-14,73.99318,5.7,188.15,1,0
1-Mar-14,74.3376,5.6,190.76,1,0
1-Apr-14,74.66481,5.4,190.98,0,0
1-May-14,74.89862,5.3,191.56,0,0
1-Jun-14,74.8676,5.2,191.54,0,0
1-Jul-14,74.55367,5.2,190.93,1,0
1-Aug-14,74.15987,5.1,191.17,1,0
1-Sep-14,73.85255,5,192.8,1,0
1-Oct-14,73.73584,4.9,195.79,1,0
1-Nov-14,73.80883,4.8,197.57,1,0
1-Dec-14,74.06902,4.7,200.18,1,0
1-Jan-15,74.54252,4.6,200.96,1,0
1-Feb-15,75.17313,4.5,206.62,1,0
1-Mar-15,75.81469,4.4,210.22,1,0
1-Apr-15,76.41001,4.4,210.06,1,0
1-May-15,76.97225,4.4,210.14,1,0
1-Jun-15,77.58881,4.3,209.89,1,0
1-Jul-15,78.30696,4.1,210.74,0,0
1-Aug-15,79.03875,4.1,211.61,0,0
1-Sep-15,79.63128,4,214.36,0,0
1-Oct-15,79.84851,4.1,217.29,0,0
1-Nov-15,79.69197,4.1,219.42,0,0
1-Dec-15,79.60528,4.1,221.01,0,0
1-Jan-16,79.52625,3.8,222.27,0,0
1-Feb-16,79.14673,3.7,225.63,0,0
1-Mar-16,78.65495,3.7,227.87,0,0
1-Apr-16,78.38261,3.8,226.23,0,0
1-May-16,78.65862,3.7,223.75,0,0
1-Jun-16,79.50192,3.9,223.55,0,0
1-Jul-16,80.47166,4,223.68,0,0
1-Aug-16,81.15813,3.9,225.83,0,0
